DATE,COVID_DEATHS,DAILY_DELTA_DEATHS,DAILY_BASE_DEATHS,COVID_COUNT,DAILY_DELTA_CASES,DAILY_BASE_CASES,COVID_COUNT_CUMSUM,COVID_DEATHS_CUMSUM,COVID_COUNT_BY_SPECIMEN_COLLECTION_DATE
2022-08-29,11,NULL,NULL,2358,NULL,NULL,1900623,23516,2358
2022-08-30,10,NULL,NULL,1904,NULL,NULL,1902527,23526,1904
2022-08-31,8,NULL,NULL,1763,NULL,NULL,1904290,23534,1763
2022-09-01,5,NULL,NULL,1591,NULL,NULL,1905881,23539,1591
2022-09-02,12,NULL,NULL,1278,NULL,NULL,1907159,23551,1278
2022-09-03,6,NULL,NULL,783,NULL,NULL,1907942,23557,783
2022-09-04,17,NULL,NULL,707,NULL,NULL,1908649,23574,707
2022-09-05,8,NULL,NULL,663,NULL,NULL,1909312,23582,663
2022-09-06,9,NULL,NULL,1688,NULL,NULL,1911000,23591,1688
2022-09-07,6,NULL,NULL,1286,NULL,NULL,1912286,23597,1286
2022-09-08,6,NULL,NULL,1199,NULL,NULL,1913485,23603,1199
2022-09-09,5,NULL,NULL,972,NULL,NULL,1914457,23608,972
2022-09-10,8,NULL,NULL,527,NULL,NULL,1914984,23616,527
2022-09-11,8,NULL,NULL,480,NULL,NULL,1915464,23624,480
2022-09-12,9,NULL,NULL,1151,NULL,NULL,1916615,23633,1151
2022-09-13,9,NULL,NULL,923,NULL,NULL,1917538,23642,923
2022-09-14,7,NULL,NULL,926,NULL,NULL,1918464,23649,926
2022-09-15,4,NULL,NULL,759,NULL,NULL,1919223,23653,759
2022-09-16,6,NULL,NULL,724,NULL,NULL,1919947,23659,724
2022-09-17,8,NULL,NULL,408,NULL,NULL,1920355,23667,408
2022-09-18,10,NULL,NULL,439,NULL,NULL,1920794,23677,439
2022-09-19,11,NULL,NULL,972,NULL,NULL,1921766,23688,972
2022-09-20,7,NULL,NULL,809,NULL,NULL,1922575,23695,809
2022-09-21,7,NULL,NULL,744,NULL,NULL,1923319,23702,744
2022-09-22,11,NULL,NULL,658,NULL,NULL,1923977,23713,658
2022-09-23,2,NULL,NULL,569,NULL,NULL,1924546,23715,569
2022-09-24,7,NULL,NULL,343,NULL,NULL,1924889,23722,343
2022-09-25,5,NULL,NULL,318,NULL,NULL,1925207,23727,318
2022-09-26,6,NULL,NULL,792,NULL,NULL,1925999,23733,792
2022-09-27,3,NULL,NULL,654,NULL,NULL,1926653,23736,654
2022-09-28,8,NULL,NULL,646,NULL,NULL,1927299,23744,646
2022-09-29,4,NULL,NULL,593,NULL,NULL,1927892,23748,593
2022-09-30,9,NULL,NULL,511,NULL,NULL,1928403,23757,511
2022-10-01,8,NULL,NULL,402,NULL,NULL,1928805,23765,402
2022-10-02,9,NULL,NULL,370,NULL,NULL,1929175,23774,370
2022-10-03,4,NULL,NULL,856,NULL,NULL,1930031,23778,856
2022-10-04,7,NULL,NULL,667,NULL,NULL,1930698,23785,667
2022-10-05,8,NULL,NULL,668,NULL,NULL,1931366,23793,668
2022-10-06,5,NULL,NULL,555,NULL,NULL,1931921,23798,555
2022-10-07,4,NULL,NULL,454,NULL,NULL,1932375,23802,454
2022-10-08,5,NULL,NULL,331,NULL,NULL,1932706,23807,331
2022-10-09,4,NULL,NULL,276,NULL,NULL,1932982,23811,276
2022-10-10,3,NULL,NULL,663,NULL,NULL,1933645,23814,663
2022-10-11,7,NULL,NULL,830,NULL,NULL,1934475,23821,830
2022-10-12,6,NULL,NULL,714,NULL,NULL,1935189,23827,714
2022-10-13,5,NULL,NULL,674,NULL,NULL,1935863,23832,674
2022-10-14,10,NULL,NULL,634,NULL,NULL,1936497,23842,634
2022-10-15,4,NULL,NULL,334,NULL,NULL,1936831,23846,334
2022-10-16,4,NULL,NULL,374,NULL,NULL,1937205,23850,374
2022-10-17,4,NULL,NULL,745,NULL,NULL,1937950,23854,745
2022-10-18,5,NULL,NULL,657,NULL,NULL,1938607,23859,657
2022-10-19,8,NULL,NULL,701,NULL,NULL,1939308,23867,701
2022-10-20,6,NULL,NULL,587,NULL,NULL,1939895,23873,587
2022-10-21,12,NULL,NULL,773,NULL,NULL,1940668,23885,773
2022-10-22,10,NULL,NULL,493,NULL,NULL,1941161,23895,493
2022-10-23,9,NULL,NULL,517,NULL,NULL,1941678,23904,517
2022-10-24,6,NULL,NULL,1238,NULL,NULL,1942916,23910,1238
2022-10-25,2,NULL,NULL,1000,NULL,NULL,1943916,23912,1000
2022-10-26,8,NULL,NULL,955,NULL,NULL,1944871,23920,955
2022-10-27,8,NULL,NULL,836,NULL,NULL,1945707,23928,836
2022-10-28,7,NULL,NULL,642,NULL,NULL,1946349,23935,642
2022-10-29,8,NULL,NULL,407,NULL,NULL,1946756,23943,407
2022-10-30,10,NULL,NULL,458,NULL,NULL,1947214,23953,458
2022-10-31,6,NULL,NULL,1123,NULL,NULL,1948337,23959,1123
2022-11-01,5,NULL,NULL,965,NULL,NULL,1949302,23964,965
2022-11-02,11,NULL,NULL,987,NULL,NULL,1950289,23975,987
2022-11-03,6,NULL,NULL,898,NULL,NULL,1951187,23981,898
2022-11-04,9,NULL,NULL,842,NULL,NULL,1952029,23990,842
2022-11-05,5,NULL,NULL,505,NULL,NULL,1952534,23995,505
2022-11-06,9,NULL,NULL,507,NULL,NULL,1953041,24004,507
2022-11-07,9,NULL,NULL,989,NULL,NULL,1954030,24013,989
2022-11-08,7,NULL,NULL,921,NULL,NULL,1954951,24020,921
2022-11-09,6,NULL,NULL,785,NULL,NULL,1955736,24026,785
2022-11-10,6,NULL,NULL,854,NULL,NULL,1956590,24032,854
2022-11-11,10,NULL,NULL,723,NULL,NULL,1957313,24042,723
2022-11-12,7,NULL,NULL,462,NULL,NULL,1957775,24049,462
2022-11-13,6,NULL,NULL,456,NULL,NULL,1958231,24055,456
2022-11-14,2,NULL,NULL,1085,NULL,NULL,1959316,24057,1085
2022-11-15,6,NULL,NULL,961,NULL,NULL,1960277,24063,961
2022-11-16,7,NULL,NULL,967,NULL,NULL,1961244,24070,967
2022-11-17,9,NULL,NULL,972,NULL,NULL,1962216,24079,972
2022-11-18,9,NULL,NULL,833,NULL,NULL,1963049,24088,833
2022-11-19,6,NULL,NULL,603,NULL,NULL,1963652,24094,603
2022-11-20,5,NULL,NULL,620,NULL,NULL,1964272,24099,621
2022-11-21,5,NULL,NULL,1407,NULL,NULL,1965679,24104,1406
2022-11-22,6,NULL,NULL,1170,NULL,NULL,1966849,24110,1170
2022-11-23,3,NULL,NULL,1085,NULL,NULL,1967934,24113,1085
2022-11-24,5,NULL,NULL,421,NULL,NULL,1968355,24118,421
2022-11-25,7,NULL,NULL,1074,NULL,NULL,1969429,24125,1074
2022-11-26,9,NULL,NULL,870,NULL,NULL,1970299,24134,870
2022-11-27,5,NULL,NULL,1100,NULL,NULL,1971399,24139,1100
2022-11-28,8,NULL,NULL,1898,NULL,NULL,1973297,24147,1898
2022-11-29,9,NULL,NULL,1848,NULL,NULL,1975145,24156,1848
2022-11-30,3,NULL,NULL,1594,NULL,NULL,1976739,24159,1594
2022-12-01,15,NULL,NULL,1493,NULL,NULL,1978232,24174,1493
2022-12-02,10,NULL,NULL,1470,NULL,NULL,1979702,24184,1470
2022-12-03,4,NULL,NULL,795,NULL,NULL,1980497,24188,795
2022-12-04,10,NULL,NULL,813,NULL,NULL,1981310,24198,813
2022-12-05,8,NULL,NULL,1915,NULL,NULL,1983225,24206,1915
2022-12-06,8,NULL,NULL,1660,NULL,NULL,1984885,24214,1660
2022-12-07,15,NULL,NULL,1600,NULL,NULL,1986485,24229,1600
2022-12-08,12,NULL,NULL,1568,NULL,NULL,1988053,24241,1568
2022-12-09,11,NULL,NULL,1432,NULL,NULL,1989485,24252,1432
2022-12-10,13,NULL,NULL,880,NULL,NULL,1990365,24265,881
2022-12-11,10,NULL,NULL,958,NULL,NULL,1991323,24275,957
2022-12-12,11,NULL,NULL,1937,NULL,NULL,1993260,24286,1937
2022-12-13,15,NULL,NULL,1684,NULL,NULL,1994944,24301,1684
2022-12-14,11,NULL,NULL,1624,NULL,NULL,1996568,24312,1624
2022-12-15,13,NULL,NULL,1451,NULL,NULL,1998019,24325,1451
2022-12-16,11,NULL,NULL,1419,NULL,NULL,1999438,24336,1419
2022-12-17,10,NULL,NULL,908,NULL,NULL,2000346,24346,908
2022-12-18,9,NULL,NULL,810,NULL,NULL,2001156,24355,810
2022-12-19,13,NULL,NULL,1612,NULL,NULL,2002768,24368,1672
2022-12-20,22,NULL,NULL,1487,NULL,NULL,2004255,24390,1427
2022-12-21,14,NULL,NULL,1471,NULL,NULL,2005726,24404,1471
2022-12-22,11,NULL,NULL,981,NULL,NULL,2006707,24415,981
2022-12-23,16,NULL,NULL,594,NULL,NULL,2007301,24431,594
2022-12-24,9,NULL,NULL,552,NULL,NULL,2007853,24440,552
2022-12-25,14,NULL,NULL,393,NULL,NULL,2008246,24454,393
2022-12-26,14,NULL,NULL,1046,NULL,NULL,2009292,24468,1046
2022-12-27,10,NULL,NULL,1427,NULL,NULL,2010719,24478,1427
2022-12-28,19,NULL,NULL,1596,NULL,NULL,2012315,24497,1596
2022-12-29,15,NULL,NULL,1338,NULL,NULL,2013653,24512,1338
2022-12-30,9,NULL,NULL,1148,NULL,NULL,2014801,24521,1148
2022-12-31,12,NULL,NULL,607,NULL,NULL,2015408,24533,607
2023-01-01,13,NULL,NULL,480,NULL,NULL,2015888,24546,481
2023-01-02,9,NULL,NULL,994,NULL,NULL,2016882,24555,993
2023-01-03,16,NULL,NULL,1156,NULL,NULL,2018038,24571,1157
2023-01-04,16,NULL,NULL,1103,NULL,NULL,2019141,24587,1102
2023-01-05,10,NULL,NULL,934,NULL,NULL,2020075,24597,934
2023-01-06,17,NULL,NULL,810,NULL,NULL,2020885,24614,810
2023-01-07,17,NULL,NULL,462,NULL,NULL,2021347,24631,462
2023-01-08,12,NULL,NULL,449,NULL,NULL,2021796,24643,449
2023-01-09,6,NULL,NULL,904,NULL,NULL,2022700,24649,904
2023-01-10,12,NULL,NULL,863,NULL,NULL,2023563,24661,863
2023-01-11,6,NULL,NULL,766,NULL,NULL,2024329,24667,766
2023-01-12,8,NULL,NULL,680,NULL,NULL,2025009,24675,680
2023-01-13,11,NULL,NULL,621,NULL,NULL,2025630,24686,621
2023-01-14,10,NULL,NULL,362,NULL,NULL,2025992,24696,362
2023-01-15,7,NULL,NULL,375,NULL,NULL,2026367,24703,375
2023-01-16,8,NULL,NULL,647,NULL,NULL,2027014,24711,647
2023-01-17,12,NULL,NULL,703,NULL,NULL,2027717,24723,703
2023-01-18,4,NULL,NULL,792,NULL,NULL,2028509,24727,792
2023-01-19,12,NULL,NULL,657,NULL,NULL,2029166,24739,657
2023-01-20,6,NULL,NULL,635,NULL,NULL,2029801,24745,635
2023-01-21,3,NULL,NULL,303,NULL,NULL,2030104,24748,303
2023-01-22,9,NULL,NULL,286,NULL,NULL,2030390,24757,286
2023-01-23,6,NULL,NULL,744,NULL,NULL,2031134,24763,744
2023-01-24,6,NULL,NULL,710,NULL,NULL,2031844,24769,710
2023-01-25,8,NULL,NULL,596,NULL,NULL,2032440,24777,596
2023-01-26,3,NULL,NULL,730,NULL,NULL,2033170,24780,730
2023-01-27,9,NULL,NULL,592,NULL,NULL,2033762,24789,592
2023-01-28,8,NULL,NULL,406,NULL,NULL,2034168,24797,406
2023-01-29,7,NULL,NULL,422,NULL,NULL,2034590,24804,422
2023-01-30,4,NULL,NULL,804,NULL,NULL,2035394,24808,804
2023-01-31,6,NULL,NULL,705,NULL,NULL,2036099,24814,705
2023-02-01,4,NULL,NULL,690,NULL,NULL,2036789,24818,690
2023-02-02,11,NULL,NULL,702,NULL,NULL,2037491,24829,702
2023-02-03,7,NULL,NULL,612,NULL,NULL,2038103,24836,612
2023-02-04,5,NULL,NULL,387,NULL,NULL,2038490,24841,387
2023-02-05,2,NULL,NULL,396,NULL,NULL,2038886,24843,396
2023-02-06,5,NULL,NULL,945,NULL,NULL,2039831,24848,945
2023-02-07,10,NULL,NULL,862,NULL,NULL,2040693,24858,862
2023-02-08,2,NULL,NULL,901,NULL,NULL,2041594,24860,901
2023-02-09,7,NULL,NULL,779,NULL,NULL,2042373,24867,779
2023-02-10,5,NULL,NULL,719,NULL,NULL,2043092,24872,719
2023-02-11,5,NULL,NULL,457,NULL,NULL,2043549,24877,457
2023-02-12,6,NULL,NULL,450,NULL,NULL,2043999,24883,450
2023-02-13,3,NULL,NULL,920,NULL,NULL,2044919,24886,920
2023-02-14,6,NULL,NULL,784,NULL,NULL,2045703,24892,784
2023-02-15,6,NULL,NULL,781,NULL,NULL,2046484,24898,782
2023-02-16,8,NULL,NULL,721,NULL,NULL,2047205,24906,721
2023-02-17,4,NULL,NULL,611,NULL,NULL,2047816,24910,610
2023-02-18,5,NULL,NULL,360,NULL,NULL,2048176,24915,360
2023-02-19,4,NULL,NULL,412,NULL,NULL,2048588,24919,412
2023-02-20,7,NULL,NULL,779,NULL,NULL,2049367,24926,779
2023-02-21,4,NULL,NULL,769,NULL,NULL,2050136,24930,769
2023-02-22,7,NULL,NULL,799,NULL,NULL,2050935,24937,799
2023-02-23,6,NULL,NULL,767,NULL,NULL,2051702,24943,767
2023-02-24,4,NULL,NULL,673,NULL,NULL,2052375,24947,673
2023-02-25,3,NULL,NULL,409,NULL,NULL,2052784,24950,409
2023-02-26,1,NULL,NULL,386,NULL,NULL,2053170,24951,386
2023-02-27,4,NULL,NULL,843,NULL,NULL,2054013,24955,843
2023-02-28,6,NULL,NULL,666,NULL,NULL,2054679,24961,666
2023-03-01,5,NULL,NULL,661,NULL,NULL,2055340,24966,661
2023-03-02,4,NULL,NULL,574,NULL,NULL,2055914,24970,574
2023-03-03,8,NULL,NULL,542,NULL,NULL,2056456,24978,542
2023-03-04,6,NULL,NULL,310,NULL,NULL,2056766,24984,310
2023-03-05,2,NULL,NULL,350,NULL,NULL,2057116,24986,350
2023-03-06,8,NULL,NULL,689,NULL,NULL,2057805,24994,689
2023-03-07,6,NULL,NULL,562,NULL,NULL,2058367,25000,562
2023-03-08,5,NULL,NULL,558,NULL,NULL,2058925,25005,558
2023-03-09,7,NULL,NULL,431,NULL,NULL,2059356,25012,431
2023-03-10,4,NULL,NULL,478,NULL,NULL,2059834,25016,478
2023-03-11,5,NULL,NULL,304,NULL,NULL,2060138,25021,304
2023-03-12,14,NULL,NULL,307,NULL,NULL,2060445,25035,307
2023-03-13,9,NULL,NULL,626,NULL,NULL,2061071,25044,626
2023-03-14,3,NULL,NULL,519,NULL,NULL,2061590,25047,519
2023-03-15,8,NULL,NULL,536,NULL,NULL,2062126,25055,536
2023-03-16,3,NULL,NULL,467,NULL,NULL,2062593,25058,467
2023-03-17,5,NULL,NULL,429,NULL,NULL,2063022,25063,429
2023-03-18,4,NULL,NULL,227,NULL,NULL,2063249,25067,227
2023-03-19,5,NULL,NULL,261,NULL,NULL,2063510,25072,261
2023-03-20,5,NULL,NULL,516,NULL,NULL,2064026,25077,516
2023-03-21,4,NULL,NULL,547,NULL,NULL,2064573,25081,547
2023-03-22,12,NULL,NULL,504,NULL,NULL,2065077,25093,504
2023-03-23,4,NULL,NULL,497,NULL,NULL,2065574,25097,497
2023-03-24,5,NULL,NULL,398,NULL,NULL,2065972,25102,398
2023-03-25,0,NULL,NULL,268,NULL,NULL,2066240,25102,268
2023-03-26,5,NULL,NULL,252,NULL,NULL,2066492,25107,252
2023-03-27,6,NULL,NULL,425,NULL,NULL,2066917,25113,425
2023-03-28,4,NULL,NULL,378,NULL,NULL,2067295,25117,378
2023-03-29,5,NULL,NULL,455,NULL,NULL,2067750,25122,455
2023-03-30,4,NULL,NULL,400,NULL,NULL,2068150,25126,400
2023-03-31,4,NULL,NULL,290,NULL,NULL,2068440,25130,290
2023-04-01,3,NULL,NULL,201,NULL,NULL,2068641,25133,201
2023-04-02,4,NULL,NULL,224,NULL,NULL,2068865,25137,224
2023-04-03,5,NULL,NULL,385,NULL,NULL,2069250,25142,385
2023-04-04,1,NULL,NULL,392,NULL,NULL,2069642,25143,392
2023-04-05,3,NULL,NULL,311,NULL,NULL,2069953,25146,311
2023-04-06,2,NULL,NULL,348,NULL,NULL,2070301,25148,348
2023-04-07,3,NULL,NULL,259,NULL,NULL,2070560,25151,259
2023-04-08,4,NULL,NULL,155,NULL,NULL,2070715,25155,155
2023-04-09,6,NULL,NULL,125,NULL,NULL,2070840,25161,125
2023-04-10,4,NULL,NULL,377,NULL,NULL,2071217,25165,377
2023-04-11,4,NULL,NULL,347,NULL,NULL,2071564,25169,347
2023-04-12,3,NULL,NULL,283,NULL,NULL,2071847,25172,283
2023-04-13,3,NULL,NULL,331,NULL,NULL,2072178,25175,331
2023-04-14,0,NULL,NULL,273,NULL,NULL,2072451,25175,273
2023-04-15,2,NULL,NULL,175,NULL,NULL,2072626,25177,175
2023-04-16,5,NULL,NULL,127,NULL,NULL,2072753,25182,127
2023-04-17,5,NULL,NULL,336,NULL,NULL,2073089,25187,336
2023-04-18,6,NULL,NULL,221,NULL,NULL,2073310,25193,221
2023-04-19,3,NULL,NULL,220,NULL,NULL,2073530,25196,220
2023-04-20,4,NULL,NULL,212,NULL,NULL,2073742,25200,212
2023-04-21,7,NULL,NULL,199,NULL,NULL,2073941,25207,199
2023-04-22,1,NULL,NULL,110,NULL,NULL,2074051,25208,110
2023-04-23,3,NULL,NULL,145,NULL,NULL,2074196,25211,145
2023-04-24,2,NULL,NULL,280,NULL,NULL,2074476,25213,280
2023-04-25,1,NULL,NULL,231,NULL,NULL,2074707,25214,231
2023-04-26,1,NULL,NULL,219,NULL,NULL,2074926,25215,219
2023-04-27,3,NULL,NULL,210,NULL,NULL,2075136,25218,210
2023-04-28,5,NULL,NULL,203,NULL,NULL,2075339,25223,203
2023-04-29,2,NULL,NULL,120,NULL,NULL,2075459,25225,120
2023-04-30,0,NULL,NULL,141,NULL,NULL,2075600,25225,141
2023-05-01,5,NULL,NULL,291,NULL,NULL,2075891,25230,291
2023-05-02,4,NULL,NULL,222,NULL,NULL,2076113,25234,222
2023-05-03,2,NULL,NULL,212,NULL,NULL,2076325,25236,212
2023-05-04,5,NULL,NULL,217,NULL,NULL,2076542,25241,217
2023-05-05,0,NULL,NULL,196,NULL,NULL,2076738,25241,196
2023-05-06,0,NULL,NULL,116,NULL,NULL,2076854,25241,116
2023-05-07,1,NULL,NULL,145,NULL,NULL,2076999,25242,145
2023-05-08,3,NULL,NULL,239,NULL,NULL,2077238,25245,239
2023-05-09,3,NULL,NULL,218,NULL,NULL,2077456,25248,218
2023-05-10,0,NULL,NULL,225,NULL,NULL,2077681,25248,225
2023-05-11,2,NULL,NULL,156,NULL,NULL,2077837,25250,156
2023-05-12,1,NULL,NULL,142,NULL,NULL,2077979,25251,142
2023-05-13,3,NULL,NULL,99,NULL,NULL,2078078,25254,99
2023-05-14,2,NULL,NULL,81,NULL,NULL,2078159,25256,81
2023-05-15,3,NULL,NULL,207,NULL,NULL,2078366,25259,207
2023-05-16,4,NULL,NULL,145,NULL,NULL,2078511,25263,145
2023-05-17,1,NULL,NULL,147,NULL,NULL,2078658,25264,147
2023-05-18,3,NULL,NULL,133,NULL,NULL,2078791,25267,133
2023-05-19,0,NULL,NULL,125,NULL,NULL,2078916,25267,125
2023-05-20,2,NULL,NULL,95,NULL,NULL,2079011,25269,95
2023-05-21,3,NULL,NULL,78,NULL,NULL,2079089,25272,78
2023-05-22,0,NULL,NULL,156,NULL,NULL,2079245,25272,156
2023-05-23,2,NULL,NULL,139,NULL,NULL,2079384,25274,139
2023-05-24,0,NULL,NULL,103,NULL,NULL,2079487,25274,103
2023-05-25,1,NULL,NULL,109,NULL,NULL,2079596,25275,109
2023-05-26,0,NULL,NULL,97,NULL,NULL,2079693,25275,97
2023-05-27,1,NULL,NULL,75,NULL,NULL,2079768,25276,75
2023-05-28,1,NULL,NULL,72,NULL,NULL,2079840,25277,72
2023-05-29,1,NULL,NULL,99,NULL,NULL,2079939,25278,99
2023-05-30,1,NULL,NULL,150,NULL,NULL,2080089,25279,150
2023-05-31,3,NULL,NULL,160,NULL,NULL,2080249,25282,160
2023-06-01,3,NULL,NULL,119,NULL,NULL,2080368,25285,119
2023-06-02,2,NULL,NULL,88,NULL,NULL,2080456,25287,88
2023-06-03,1,NULL,NULL,51,NULL,NULL,2080507,25288,51
2023-06-04,2,NULL,NULL,56,NULL,NULL,2080563,25290,56
2023-06-05,1,NULL,NULL,114,NULL,NULL,2080677,25291,114
2023-06-06,3,NULL,NULL,84,NULL,NULL,2080761,25294,84
2023-06-07,5,NULL,NULL,92,NULL,NULL,2080853,25299,92
2023-06-08,2,NULL,NULL,78,NULL,NULL,2080931,25301,78
2023-06-09,1,NULL,NULL,82,NULL,NULL,2081013,25302,82
2023-06-10,1,NULL,NULL,64,NULL,NULL,2081077,25303,64
2023-06-11,6,NULL,NULL,45,NULL,NULL,2081122,25309,45
2023-06-12,4,NULL,NULL,82,NULL,NULL,2081204,25313,82
2023-06-13,1,NULL,NULL,91,NULL,NULL,2081295,25314,91
2023-06-14,0,NULL,NULL,78,NULL,NULL,2081373,25314,78
2023-06-15,0,NULL,NULL,83,NULL,NULL,2081456,25314,83
2023-06-16,1,NULL,NULL,96,NULL,NULL,2081552,25315,96
2023-06-17,1,NULL,NULL,48,NULL,NULL,2081600,25316,48
2023-06-18,1,NULL,NULL,75,NULL,NULL,2081675,25317,75
2023-06-19,1,NULL,NULL,99,NULL,NULL,2081774,25318,99
2023-06-20,2,NULL,NULL,108,NULL,NULL,2081882,25320,108
2023-06-21,1,NULL,NULL,87,NULL,NULL,2081969,25321,87
2023-06-22,3,NULL,NULL,78,NULL,NULL,2082047,25324,78
2023-06-23,1,NULL,NULL,70,NULL,NULL,2082117,25325,70
2023-06-24,0,NULL,NULL,44,NULL,NULL,2082161,25325,44
2023-06-25,0,NULL,NULL,39,NULL,NULL,2082200,25325,39
2023-06-26,3,NULL,NULL,119,NULL,NULL,2082319,25328,119
2023-06-27,0,NULL,NULL,95,NULL,NULL,2082414,25328,95
2023-06-28,2,NULL,NULL,96,NULL,NULL,2082510,25330,96
2023-06-29,2,NULL,NULL,85,NULL,NULL,2082595,25332,85
2023-06-30,0,NULL,NULL,77,NULL,NULL,2082672,25332,77
2023-07-01,0,NULL,NULL,38,NULL,NULL,2082710,25332,38
2023-07-02,0,NULL,NULL,56,NULL,NULL,2082766,25332,56
2023-07-03,1,NULL,NULL,83,NULL,NULL,2082849,25333,83
2023-07-04,2,NULL,NULL,54,NULL,NULL,2082903,25335,54
2023-07-05,1,NULL,NULL,96,NULL,NULL,2082999,25336,96
2023-07-06,3,NULL,NULL,97,NULL,NULL,2083096,25339,97
2023-07-07,1,NULL,NULL,84,NULL,NULL,2083180,25340,84
2023-07-08,0,NULL,NULL,68,NULL,NULL,2083248,25340,68
2023-07-09,1,NULL,NULL,64,NULL,NULL,2083312,25341,64
2023-07-10,1,NULL,NULL,126,NULL,NULL,2083438,25342,126
2023-07-11,0,NULL,NULL,99,NULL,NULL,2083537,25342,99
2023-07-12,0,NULL,NULL,134,NULL,NULL,2083671,25342,134
2023-07-13,2,NULL,NULL,119,NULL,NULL,2083790,25344,119
2023-07-14,0,NULL,NULL,109,NULL,NULL,2083899,25344,109
2023-07-15,1,NULL,NULL,70,NULL,NULL,2083969,25345,70
2023-07-16,0,NULL,NULL,77,NULL,NULL,2084046,25345,77
2023-07-17,1,NULL,NULL,135,NULL,NULL,2084181,25346,135
2023-07-18,0,NULL,NULL,119,NULL,NULL,2084300,25346,119
2023-07-19,1,NULL,NULL,146,NULL,NULL,2084446,25347,146
2023-07-20,1,NULL,NULL,120,NULL,NULL,2084566,25348,120
2023-07-21,0,NULL,NULL,132,NULL,NULL,2084698,25348,132
2023-07-22,1,NULL,NULL,85,NULL,NULL,2084783,25349,85
2023-07-23,2,NULL,NULL,94,NULL,NULL,2084877,25351,94
2023-07-24,1,NULL,NULL,187,NULL,NULL,2085064,25352,187
2023-07-25,1,NULL,NULL,161,NULL,NULL,2085225,25353,161
2023-07-26,2,NULL,NULL,208,NULL,NULL,2085433,25355,208
2023-07-27,0,NULL,NULL,158,NULL,NULL,2085591,25355,158
2023-07-28,1,NULL,NULL,173,NULL,NULL,2085764,25356,173
2023-07-29,1,NULL,NULL,111,NULL,NULL,2085875,25357,111
2023-07-30,0,NULL,NULL,120,NULL,NULL,2085995,25357,120
2023-07-31,1,NULL,NULL,227,NULL,NULL,2086222,25358,227
2023-08-01,2,NULL,NULL,193,NULL,NULL,2086415,25360,193
2023-08-02,1,NULL,NULL,396,NULL,NULL,2086811,25361,396
2023-08-03,0,NULL,NULL,308,NULL,NULL,2087119,25361,308
2023-08-04,0,NULL,NULL,288,NULL,NULL,2087407,25361,288
2023-08-05,1,NULL,NULL,172,NULL,NULL,2087579,25362,172
2023-08-06,1,NULL,NULL,168,NULL,NULL,2087747,25363,168
2023-08-07,1,NULL,NULL,343,NULL,NULL,2088090,25364,343
2023-08-08,0,NULL,NULL,358,NULL,NULL,2088448,25364,358
2023-08-09,1,NULL,NULL,350,NULL,NULL,2088798,25365,350
2023-08-10,0,NULL,NULL,378,NULL,NULL,2089176,25365,378
2023-08-11,1,NULL,NULL,323,NULL,NULL,2089499,25366,323
2023-08-12,0,NULL,NULL,227,NULL,NULL,2089726,25366,227
2023-08-13,0,NULL,NULL,239,NULL,NULL,2089965,25366,239
2023-08-14,4,NULL,NULL,496,NULL,NULL,2090461,25370,496
2023-08-15,1,NULL,NULL,536,NULL,NULL,2090997,25371,536
2023-08-16,2,NULL,NULL,486,NULL,NULL,2091483,25373,486
2023-08-17,3,NULL,NULL,492,NULL,NULL,2091975,25376,492
2023-08-18,2,NULL,NULL,482,NULL,NULL,2092457,25378,482
2023-08-19,2,NULL,NULL,327,NULL,NULL,2092784,25380,327
2023-08-20,0,NULL,NULL,343,NULL,NULL,2093127,25380,343
2023-08-21,1,NULL,NULL,662,NULL,NULL,2093789,25381,662
2023-08-22,3,NULL,NULL,545,NULL,NULL,2094334,25384,545
2023-08-23,1,NULL,NULL,590,NULL,NULL,2094924,25385,590
2023-08-24,1,NULL,NULL,839,NULL,NULL,2095763,25386,839
2023-08-25,4,NULL,NULL,636,NULL,NULL,2096399,25390,636
2023-08-26,2,NULL,NULL,378,NULL,NULL,2096777,25392,378
2023-08-27,2,NULL,NULL,370,NULL,NULL,2097147,25394,370
2023-08-28,2,NULL,NULL,800,NULL,NULL,2097947,25396,800
2023-08-29,2,NULL,NULL,811,NULL,NULL,2098758,25398,811
2023-08-30,5,NULL,NULL,715,NULL,NULL,2099473,25403,715
2023-08-31,4,NULL,NULL,657,NULL,NULL,2100130,25407,657
2023-09-01,3,NULL,NULL,486,NULL,NULL,2100616,25410,486
2023-09-02,0,NULL,NULL,296,NULL,NULL,2100912,25410,296
2023-09-03,4,NULL,NULL,383,NULL,NULL,2101295,25414,383
2023-09-04,3,NULL,NULL,541,NULL,NULL,2101836,25417,541
2023-09-05,4,NULL,NULL,673,NULL,NULL,2102509,25421,673
2023-09-06,2,NULL,NULL,611,NULL,NULL,2103120,25423,611
2023-09-07,4,NULL,NULL,568,NULL,NULL,2103688,25427,568
2023-09-08,3,NULL,NULL,514,NULL,NULL,2104202,25430,514
2023-09-09,1,NULL,NULL,261,NULL,NULL,2104463,25431,261
2023-09-10,3,NULL,NULL,288,NULL,NULL,2104751,25434,288
2023-09-11,0,NULL,NULL,551,NULL,NULL,2105302,25434,551
2023-09-12,5,NULL,NULL,493,NULL,NULL,2105795,25439,493
2023-09-13,5,NULL,NULL,489,NULL,NULL,2106284,25444,489
2023-09-14,4,NULL,NULL,427,NULL,NULL,2106711,25448,427
